asset,HAR QLIKE,HARQ QLIKE,HARQSigned QLIKE,HARQ/HAR ratio,HARQSigned/HARQ ratio
SPX,0.28093357443383765,0.2272860787190523,0.2223569570540862,0.8090385037712187,0.9783131386983935
BTC,0.3853652439827444,0.3582166558920195,0.4235726402335657,0.9295510207144146,1.182448200737062
ETH,0.35738734003214256,0.33161397401489306,0.3401162420582843,0.9278839423496884,1.025639052360952
